owner,Sensei
AwMKXBJekiG9AHx38gTFsZK139MmLcVwGPc3a4NyA6PK,1
NqkN1Z7iT2NLQgVrKgxhgKJ4CdEGHuDjmsmixnG1vDg,1
VX6XtPRXM8vAGBSiqNueMah5vHYMbxEJtU3Q2WwN2Pe,1
5Eq8EHoc3PxJhyaLW3TtaPrvqbveLe3VYzdF997nLVxP,1
8GhEs71GqXMXTtrJxBXLDVhQgzEwRXobbudFeBMdQSjJ,2
rvr67YF1oSCPdwCh8R2ALbASg2uZhbrUWWzEcDJ4fxc,1
GY42RV36jFzPUVdYjhtxTa81JjDThUAZ65GYeapo39Q7,1
GiRHHLsX2HppYSGSmdu8X8RM1nprtgmJadEe8EgyS2dg,1
FNWogYWjBcxkYBeN6Hs1M7Rqo6HRFxiEWYzNS68LRCKX,1
CRPBbBYTqXkX8Kmzom4ErLssUcGTgLcreV4Zot5CMept,1
2uGZmqkNHvPyAoCKpS1PHgjWuiJQZQn9Nx9ws6BbhVMz,2
3qj1LFLKbA4FSnVHvaGe1o2Ei71NDXmqD8AsA8DTMznC,2
B4WjvQieCH8q4RrWsuJ9NwmyxZ3Qj8oJ1qJDvs9E1uKM,2
D9jmE93Tq2MU1ZHU1c6qM2TgwMQGQecx2Yw21KYtYbZo,1
E4LBmMACrfWKqQV7jvMHxgzMyYHPN1VgMXetiLu6Pe8C,1
9Vx4MZES94dvZJ6esrM86oRGWppNk1b6kmYurSrfD3un,1
A9j7xMJ8A1vKTsixJVDxqi5NGLTR45xXgkUiq18VHmwV,1
B3PQiMUrorq5VyFxHeK8GSNoMtD64x5ZyBKfTU2ZR2T2,1
ihMPdoxLbdGBBVMh3Fn7X94YZ1bMCq3ZDMCnY29Ss4c,1
BaqLQ8tkqmYKziV9bxRPMzUdr11xUjgnT2qV7KUxAtRm,5
5k3R5MJSw3i4Y2DoDw9BritXsAFXn8Nuuj8psWdGjquM,1
3QkPVUxwHaZ3FKYhykyQWLgJCyUvn5hobYYfXK5RvBKp,1
GiDc7E49ZQwu1suZJKcfS5CC2pVTQo3457N3qqThNvZr,2
3f9gYb3jcUkNZXmQwgYx6LLTPoLFZDxvQmfp4zC2fD1B,1
8h8XQ3qRPTBMRJFHtGkWq1EKNaS1mwWYaW4uiNjKodKQ,2
s8EZdFoi1BpyZMRhhXQUHx3vLyeJKFmVZGR5pkjL48D,1
FSkUFA3rKv4pqQe1qA3QJbCf1ZDLNqYea3uwkCtAc4S6,1
FiuxpSuuyHBejNMMft2rUHFTeWiDuGqwmqWyHXoPsMye,1
3C7ghyLAwvxU2aGuRTtRHqZcQT9th9rovMqnKY3WDJod,1
7Am1qdTrum8xYeJBZivwXwCG4dDtic5iWk7hLinmfses,1
FDonRJf9D8ZAywHsf2YCsZLvusF46VsRujdEZEG7DveK,2
vH8DkvEVvGmk7dzK775JmZeniHrEFMDk9EYzdyunkqx,1
BZTkRTMuzCQp6bmVSRU4kgo7UNQoGTVzS9VJrwRZuLvQ,1
GWa12nmMsRdXnhatkBAYZLBYVLNZohAkN17wrSZyn72V,1
DMf4vcsw8cX5khU7vn2SJFv3UDVoN8DjfnbLXg6QLaVT,2
FQ8boxwQ5UaomXjnbRSUe43R1TDcaSvx5XfKTz9ZwMcx,1
Aq1s7VgBgB213Sg5F6eWa8zTmwB77fRuoBrLwcifVQMY,1
AuToz9gEG4f4fh67zo2EiwFKvW6tneMYE6UNDmX95nrL,1
CygxJqf8RcAbnoQJmmR3VmExEDYWe8gc7Q1LF3fTRHZj,1
AAEaAibELUbLjihJYUFtFNubM8W4UKRr599n5jtFDmp5,1
HVk4LHzAXJPkg6WWJMYsr69viDHP6ZwAHiQwrGD7VNVd,2
9Zfxd8RdX2cDCNi5JpncDoUSWQ8TwpPYhTMk2yMcfZLw,1
DnbMMyVg1NyZmWqWfDzvgmtwkaSNFvwUDro8jUmHS52H,1
6T9wxnwB7hMr1KzZ8ncFJFPbiDUoqakYYLDcbheRU9Kv,2
FNpb1ThYi5HfaktHgZpJWMM6kEuCLhvwR6tE4M9Z9ahX,1
5PxeC2bT79eGUiCJy3rkTMBYeymiYxDAYD4Lbtd4ig6W,1
9hVZ2haU6fxCmtAydn1coVgC4AByi4iKnhbXk81uSmvE,1
9id9QEHXN4gvBi3Utc5rqbq7hB5iygyzdu8sHqu77Atg,1
DaYA3BfBNmPcRJLPsdxUYLEHec2q7g5qMMJ5FKfWf3Bn,2
8Yv13nktYGUgu2X4EZNvnwYCJ4iyFE8xL7zpb17TNaqq,1
ExdYMJX43NxE56HEpzz8ZgvZFiL4pXAchbrQdDhHL3rQ,1
DokgQskrYDdCY8r2TAEUEmqonfpNnH6GR63oc4FzfXPw,2
EkypifwaSQDmAt9XqradEf2uZXBZRcNHAfrdpB3QT4k3,1
FP33Xr6FbZZ8ciFXyteFHZH6mzz2kqR5BHRiyQAXJWTh,2
8CJFcrwCEon48sD1u58taGMLHR2QYGiKo2Y8MANhq9gT,1
7gndSAt8DisyN5tTvTYKWJnQxcJYbcVHS8FnKwVUfDGQ,1
JDgC7F9LAmemQDgEhLiyRTAj4vFQ1BbTBh53qPbusAVf,2
GQTevBHbLo2SGe9y487ZSpVKDgxffix7GY2ZJxuuPo6G,2
mWWsoNqDCTZLAohpxbH4hkbuvhLTPJWpTY7UNju9M2V,1
2pjo4Lx1agEBhRf4kT4B8gH7UFYVd5SBAeVeDApKWvwq,2
CHDzDXTciRwApZm5g1R28QKoyuN6UHXWBrB57Lj1Sbbm,3
Dzixk1S2SC3g33G2bvSUMybYcMJ7nMBqPPGq34wGahyW,1
LCT6HJ821nvNE1rY6gtEz8a6EVfBv2AyLjbAgD1ZeW6,1
2HcdTjokmagdS6o5o91SqmhQrhvPgin4rzNtgwDQYLM6,1
AykVDL2en6LqHtZaF1wczzCJ5g2F7bAH3GBYhZUTDZ1j,3
BrsfVCaJKcHR8WNgtVUPp848Sc79VCGaUvGHfFxCN6FW,1
Corz5rkSyLF6zJK7BNj2NBjAsv22iKeQBXTGL1EZt8t6,2
4ZjYSCH3Sib9iMSM3QN2sL2kwxNcXG2P4XCemSC2hsyb,2
77soQKPp4vpNQTdZaDSeqHHqi8rWZfp43t6QezJLR3JD,2
2yiiKJaRpmY9xpyohb3HC5dAFGQ2TYYT13tDnmE3UXMs,3
43S5VoYfzHPfRjmUsEXsBz2e3xirv4ZkvSmniD3chEET,2
7BPVp7a9MQy8YgxUHcjpnL99tNuC44fHeGdXCHkXLgZP,1
At71MQyFcgNPCVSUFzLzizCK9Q1BeJd1cqajUb78FroX,1
HaxKWrPwSGBKqhYWJ8qzxg9ehCKgnJswt2aJWfGpr9Kz,2
BKkhc5W7gkNXCW98CYBeFUD8Kb5yK5ZATRaPHQqr4dMG,9
E6UdXtgvNVK3bQFp2JfBCxUrH39zVrHYVj6L6gYAh1hH,1
Cny71UpRDmm8JXYEMPAuPHVu9SMiU6YZ6KxErARhbVni,1
DjqM7QBcSaAdqnWQupPLhQXYXtwPQYv1XrwWtFVFMRZ2,3
F3s5Rki8ZQJHN7BkcS1d2XScn7jmXrSp6qocQpX3RfBo,2
ANtiFQdTrnJPP8MdG6GSNL1CZMrFG5xDjfDtw2LwZFaG,1
8CMu6HCBqt4FjGquWyHJqGLCqo6TakfwmEaWJPdXsGEU,1
FjdEu1fHsAxMJkLqs9XkMC8arora61dZKXU7zreBC76R,2
ALihu4tdK2uQ8uyEPEsG7rBTCW4s21ZyCmiccjyaGp74,1
4TWGGYgfNNCvMQAQR2dwgZxmWxdc1UsHvKG47BFAxufw,1
8fcpEFD4Kqh75ZiVCxrcyF2bTN3jtu9ScvrgmQMEJhoU,2
7XgdFhM86Hu7HbeTtFoz5NcwSRVA8idkkXcDGJKWJCkv,1
HhJjdJ1S7wdNM3LcMqcNfSCnKRt7Z5C9AVuAoyZrb6t1,2
FR7nZ7CUpaFmCxycexJYRbSFz4jJLYPEfzuUCLWphSTG,3
H8jQTnXqbyZ9keygdQDmonbEN8Ttxb3Cq4cBzxGk5cgQ,1
J3QsYehvDZ1gPp1R1Z2pVki1DUKGV2wY5DkrD4UDyMu9,1
Aa9s2Gr2UgYhyQdTRmMNotqs3eNn6BWbTiiM96w8muWT,1
H8Qk2pym8XM6pu7tZxKbRSXDcrK9xaVo853MpMwmStAB,2
9qSM2SBZcipnSD2Tmdb8yy1ASfEyc9EMwZpf8xfkL3NS,1
BDPza8VW1qgCTv1vu6peAjrML3xZEqzCE1b7CuQxNyfZ,1
AdRM49ff7sgAJrsC6KqeiyY65SWuVevbu6FpuY5ndefb,1
A8axPJjTURFRgUpeGTwAtbY8irmJnQyG92BhuQCT5vjg,1
7hZzmHfwiogGrVRV4BH2EjW6HsTZBYHxjPJNKEVKtJtM,1
DBq1PnqmAsF236qiE3Dd8j37hTpngvzTheUb7GhK5m7d,1
N8XUGoJ4zgt1uGb9S5RADNGa6oi2Hto6SAvSSJk8rGC,1
4msgK65vdz5ADUAB3eTQGpF388NuQUAoknLxutUQJd5B,1
HNxi3kcTTgXxt9K9sqytUhzeuWkyrKHBWTW148abitto,1
EEWx259cULkn7QKrNcCfV5aviBJxafuczFwce8zvdVE1,1
3qUEjNQL2GwWhksm2TjYoMQ23e3aFALnaBgBPi8QWbar,1
5tVdydmwMGsmJz8XMW7dfeRT2RT14An31GbySwuFqZvC,1
Fh6EEUB4ccwcCtDzyfWijAprf3qtCbuEWW7Rk1V5Chtt,1
6dhmz5TGbhs17YHBiNoGve54ssZ81KiswKQsZ5hvrSaf,1
Fym7jL6koKZurxv5CV78NtpQArjuYwfquqdBWt9TsvJu,3
73sYnq7WwAzqi1eupwJ5pk1G47Sq96HVaBjXug4w8pxt,1
2ptF8sr1Ve2sS2VBTQYBngZdD8CHgWCN1NmHuRRMw7cw,1
oTZfPapMAfAd5VS8iHUiqKBu42xfuZzX1pUdqRATYaP,1
BUFv3Bw1ibgthuEbem6siGoNmMGwEReoWg557LGG3zvC,1
9REnaq165gB93eu6hC5CLtthELjseLQsycMjUQd4Cwzq,1
61ontuMCGgECENFnpkPXgxzjA1ymc1LJWCgvHZbtsw62,1
2gwTaajEr2E3vjgdwXDM1NRaYrWurwVuhdZoE5aPg2K1,1
5rJ5iXvH5f6eBLeytA7Awu4reBav2UaXcrJfCPyeMc1M,1
BnjiDwTseMxbb4fXRDu9ETVdgVFtqpdJoPLWBmrWHVhk,1
HJbXTzASfZ4Zcpa7NsDaCsKcEZfqK8HBpVr6foo3rjuW,1
A3F6PSDyho9daomHADnA8QAhFMuysQ2zVBgvxq5AiBwm,2
FBfGV57vdeKpx8krtDmvvyaGBLbi5r2pkUWkaeEQtE4x,1
EE1M3mKCdW1B9nVx5oYbAxNHT7DpvwguamdPMofTXwkW,1
4SwAru5ce2KCo4EjVnoWviDt1yC68bFkWuhD5uhcVSp8,1
HpSFnVWw3gRJ6u5WohNAzdsPnPV5SCRym9rXxHEX6RHr,1
CPKecZChVJ2c2xY8Exf9aWRFTGBHSkHhCTHQ7yUc93ri,1
5VGk12NnoMnUnb6bkHZ2nyMernkAJbmnLUrVmKwo9w44,1
52JiZXxheMeyeiri8R3WG4YD31PmZG3ZcBJBWUw1te95,1
HaFHzUuUMUGhmSAKJmt9bKX2Mw3BBNXvXduEc5z84cAk,1
6PwD2S9aUvQu4fs2Tp6qiHEUY3jQMYTUbsyD1Lf62kst,1
6p99wNL7nhRhLgR5L5BC3rNT3WSkKpH26TBVmYPvKeFa,2
6k7Zusho2qeMTXj9JofPtpZuh5v6uyDA3S3FJAY1oDoo,2
3B1SGLLQR9SC7zmycidcGdvh6xVv9vLv7xjLin3J7n7y,2
2FVMzff3tPBDUE4Jhrc44gZPuueJtExU89y3u6ygwiX6,1
5et5uNZDP9FXZPGU4k34PWXDRj8HBDdxB8yY4f9zisQA,1
D6BrzkLWtm2Tk935vzTiYpSiTrJMP5U8JJHYJxWirqSY,1
8hKpJpxbrXYUguf4SvofPtP4bbknXBFE95u7K5Lemta4,1
28R8ZDsNHceQasquBaBKt8jX4SSPmVFtGPZ3mLzNNRxc,2
8d9c763W2KmnyGy6eCJ8uw39UHw7FuipeoEsB1b6J2ce,1
BFWh1C7DtZFX7HNd1pymbMQ5Y8NMg3t8HkBwXVEWTxeC,1
GY9vWAoJiLPhBVYxY7qAYsjyzzCumHy8sQ3FeVAfDcaw,2
517cRWdyhgDkJw25xWFTERr9hugMo6LqRC5b4B4RECTD,1
B8yykHkQ6ey87eSkTvBN74va9Qx4QrmSQPoQvcFPriBj,1
7ikfWt3ykEraU7P5fSr8CuJmXakyzSCK9ttY3wNiKJEX,1
3268Y3fnmR5Fxv2kKsfD5z5uYeujE6VuidonXR2Dmmv1,1
4AtNt84JunsrTnpTkcsTzqEE7AyMsLmsPEUhits4mezv,2
HuWbaW6fLLeoYBhW2Vhhp4A1kxu23Gfd2ESWBGyoqEgn,1
YNDhJR8oYHnUsSRJgpxghBnmGttzGe98JWrv5DRg4co,2
BsYoxGjwacFgdF8BCNLiKkTS9oPwW4xCQ5Utxgn4VLop,1
BtrYyM2kbAcbVPKybg9fih1voxSxEFGouao81b3FeJYA,2
CeVU2LbxT3BsZxZi393k5SMJ3jKJvFXD7yMYsJV3oosS,2
Hpba1hpN9487Lb9gobzUTE6k3XAmfR3R6sLcsGnkMYha,1
Fw3hj3UtFNzcZkQofz12mrtchbvniR2cVhm2YzfaYywX,4
8Nn6hmDahKB98vJvjF94BBvNZsi3jXbY15twvsHksMqc,1
C8mgrCncLMtpfh4QzkJsPfrWd384yQeSYpdujw4LF53T,1
FLjwACJvcJFz5aiBc4fQDk9AN5NgLxq3zDp3typXCjXt,1
7eeia8bYTTc52A4LaHS1LiDcsC94Vac2PGdXieCvJRU3,2
AppuoU3dh7urY3wSn53FBPDEz8rbSHWgQ1sqpSXB6BLE,3
GuCD5xudcA9PNpZmQ8cfTUK4Rc39GHy3ghikYj9MoRRZ,1
2voio4wuRv3891P9FFxtAtigjhwBt1u6ouLTxkffn67X,1
BSXVMPCYa9axoLCQtpgPcH2bQ7PPUxfByyjpjA3Ev6o8,1
EbNoi7MNFdmgVDGS1cDc7s8SQMH2MvrfPd3ttGXit3r3,1
3rM2UFp2dbitaao9g51P5bVY5ayoFEgsD7PEgDBqpnyA,1
4A4VGzJXViNsXpJQKHQrUqYvF4TbNR9ND7LWAkT2fgcD,2
9fVu5HvhX2zBr1bGUYcRcxWfrGpzeCH5dsgi5aqS8W7f,1
3QbEZYM1YEt2ED2FBVeZmdqGt9ybsFPCdrWFTVRWko8T,1
FBJk6kRCahaCezXzn3YiWH28GWaFZivDNi769PKmL6sG,1
BKsbN3hwcYQebangireZWc15Y2E9fg4EX73ciZDxCS1t,1
3soiMiQjZh83BzVsfqYKUrUjodDV1MDVsYDTsH3uwSHd,1
GMq8i7NcGjTkWAtkEFSuNhQ29NtZhGFWoxNM5gRt7d5i,3
CDtWkMZroZkMyjxYTns39t3Hw9r844NYMg1RcNAz76rN,1
9mqYXGxpmpuiHP88NmFmryAHxBUV4mNoG4Q4CSKJZxHn,2
CLvRf1KvNqy9QHAKRP6CH64nUEQ3TydKgkRp9afgL1rg,1
An8KJ7uLgVpECRz4rEvhfzprsnR1zEw2vpTCxQK64RWJ,1
7x2SjYxg8JJpC9XFoMAC8CHJdU1Rdtmvt6gUbQZT4GbS,1
E9KzeLD1cVkkpWoJWBKhYnHDG38JPjRtjw4TBp5JD3XX,1
DxPPxx8vzk5uB8uFFzB5qaKLhqohrTXd9oEtAD5rrHJd,2
E255ZizF5cESdxsEMsHJhyEgJ7yUbhHsKaXRshbin27L,1
GTfqGY5Tm8gBrcKjhZxM8EKff9s2o59tp58EawjVqm1M,2
go67mAdeppjuLVpaZJBTbUyusnHoRa2fq8LY4nqQPTL,1
5sRTGgTDJwHT4MLo2EjnVcRPNzBr8TLmENVEvPB99B8A,1
4dZBuyvoeZ4JQmjD7r253GW4z3Chsr2p4inXeZwgPVtd,4
43Xm7PLam7DzHub15xxke3xKcyjkfRCvLsUUjpem6Mdx,2
7JUv1vh9C6hGBN95WmDU8JUEF91oaAAthHmK8TKJboL,1
5n7GWDEBEqcLUAvsmwp87KBcbusBNMiJFBpFKRhwi7wR,1
2VCWCCXwQUoXHD3gJKG1Y7dC9o59wVytEZ8dB1WnqqcV,1
FZ2RhUrA3dMYLahnXX6FkYNxvc5mvC1LTCVuezZWbiKA,1
67S8uVx7U8xUWhJcfkDEzAwGeRfJKm6Hi8PDxGF4UMwP,1
6JHM7QLdH76nRhv3RJswDS4g3BkL63p7nH5uR3Qp1WC8,1
JBFb9PUwPcn4zk2B4FFcGWAstkxEoUaUm1qdWJBS5jY9,1
5QubaBFotqtGU5EdYweKqpYouqcEj4FwnsiPKE19YXvY,1
C7bCKtVJbd1bnnidbp1zZsGkWf7icnEEuNdqqVK8bTZP,1
2VLo9yFjtz1765t1vXu8qKY8QfgNKzxzxW9jiPvrzAvQ,1
Av7UN1tXWNBbzcrLKpHqydHcNXdASaxAEYDscAGLzm9N,1
5GFLab8y8JCtMqbLBXbDX1XBXPKCmromxdjCzg3x1nyC,1
BQqv4znqtBb1jpRV8ZJ6eCXfFL7XFiicFVrCvRLoikzg,1
C2rLxshWmZH4A5aaeGFSJCeNr71PLXN7nDFeGknbvu3k,1
53DX4gSC93NdP9CPYrHA1m3zN2vhETLTBEAEEfeYPL6c,1
Hr1erjY4ygZFywGvMk1oMvX5Xp6bwRREZDciHapsRB4K,1
B54JPTeCFbMwZBdwmvA9DCckq1ND5WXNXL4RqPhCSoZw,1
FrQEUtVbgkJExS1nxGBLSzU4JtbmiYpaewUWGE2yj3NM,1
3gXY5TJCTyUomVCLwffeBcS3SdXuoFoBnGhaom95ZLgQ,2
D7euki5kysgubz3vWWV6TYHq8psbtNvTCxvrChqUpQK3,2
BBYP9VZfSD4CujMzTKLX7XrXyZ25uDFyTTuGTdjMzfSW,1
6oKQGQw9Evag2fHeXtgWqHXGVvTazjykKhVhiXaUzPYU,1
6966pSWuvCjbGkzkLsti4zUn8TqdYo9P1PHLnws7tkBf,1
Hyoqcph5uqQWjjgy1trXrrUmv2LSb3vmTHH2RGZDDuM9,1
91GhRb5vnr6HyeAZ6XApkbCzJanreVjsMHjCRHco3vfi,1
9E5NGVNgHjb2Su8Ba12tURr1iELewLonHx1HTpMn75cB,1
5nS3UPZQRLM1ZH9ETyk77onw5mFSZNGDqzkFakBCLj3f,1
43EBAzUoATYgbR8gf8f9HGx5ZCkcBKmn8MuAU8S8NEvF,1
BCDdZ4F6o8nDxr1zL6nZafi8vooaKRTbn9pnYtXEHese,1
F9eWiraYBpurSqvfmw28WFe9ntKDUR7SFBiiZdyJgnCS,2
DPubcbBRjBa5ddR3HbwyCqt5ZAr4ZNP1MNJHMT9T21ox,1
6CHxveNCA8wZirZx3fDK6bHDfY89VHHBZDpEpVVNBNS3,1
DJoZxprcwAKb59FAhLDGV6GA6Uz8rtKjfUwCupncjYqU,1
bTqRhASmG3PHb1zaBDsd6ahBJGtWA2irnSMA9P9ZGvq,1
BAz38ER6BVoWXfzrqhbiAgcBqNmSQffiQ187218HVnw8,1
7hzKQP5E6hBKE5oUrUWvo4PPoYZiG4tHdXiWhYNT7w8p,1
EwjUytd8yZvp6kQme6yeYp7NT4FwpJCF64rpNHW1URdb,1
6J81KgSBU1WeURtGk8rGfAfcMzmuinG6xrkns7pgTPxr,2
Bzgfd6V7QKxHBgFdAhEp2q3hQsPqjbVAY5YCfJv1BPMM,2
CsY7rszkADUnPvUS6fSnKo9knRbL3FjbiV3zwQWtYgRX,1
DkKW4oFhrnAQbJ6Zq9uHtLkcYdg5EWtUCMXfgTDE1oLV,1
Anu9fS1gLNpch6izNpsLenbGx4oKBh24Ea7xMjtBzVu6,1
HrBwyjY99ewRR5Y4eUHdiZG532UfKYTXUkch9skQ2pBW,1
CNFn81LHY7NNDP17KvfspGdubWvtJPysWbd6UYWoeQ8r,1
Ho9AJTyj4FJmpJ2K6LXX3xGDSEifncmfC7e8ctATM5WC,1
DVr6hW5UGtC8Yzrv69B7g12QRR3fAu7bNZ6zUdi5n5N6,1
EP1rvLC4Mm4TJbaHMTjbwgze2jpggJxAHphk65NTAdsT,1
9FL5bfjmtvEbkDNrBMqanuCspwWRYVnVQuxgRWnLvLtV,2
GQa1Ky32CQUeuUMjDd1yTHuuDeezMDBowQyUsUkB55Jj,2
775MPQCWtr5poNDWeVyitrjaMT2qgv2pJoCBQ5ZAm7Nn,1
6nmvu81d83dzSVfenpJ1bxrQsQkvYLZPWpAvaaVFCf9N,1
9nCbBwceEFQUZHkNohgZaF8x8Ki7326g7Zw2h6EnudQQ,1
4snrRpJhsHSYmJDLj1bmUiCeivhRMCHgkHH76EW78om5,2
4zL91hSZXmtpocZFi45J3ZUcdAcHfRtuCz7yMhS9uEzW,3
99nXgJFFqfgAu6wcRvqMRBZEJ6T3eX2TN8jmUHRHHBqJ,1
g6jSqATdDdY8jMiMAaNZgHiLGNHK8Rj2JD43K4w38V4,1
6eLJ2zJHVJmRwSDntGdmpQkSPrVmbWTH986oAESKmizc,1
2X7qjY7uYdtnniKWpmnwGzTWCSvgYwmpFrszopFpf5ZK,1
5E56QtXgY8MrhizW4A2onmmRzabJ8FwyMLrJdB36NSrx,1
DT2AR2DF2NUrgKg49jvGuuucDhyzN7MoTFThgtA4aUuX,1
ECteQ8szMSQXyuvhQSbpnP95gEkxTCeerLUb9W9s6d4,1
FWheoNrVPzm2WhZvrpSaEXJY8ANCYF2ywH3mHmkh3yZy,2
2v4kXymWZ81cVaUt8thTVhFwYaAHJsEUTFizSJPW5sem,1
ABD3YXPJcYKoikFebia9dtJ1rDpa9cEySckCFay27KP3,1
HTExYdxritte9yZd1CYn2xksmeK84JMYmGeZwjzKwAQJ,1
HcQFRMX76VmDBtpbRBUmBuWFpwZJko6EKZcgu8ZzJN3L,2
H543DeDjwpvLd8KQNooDRUqQVpYipMBtjsLpN9Y6ienM,1
FNYRw9JZyHDJy7W4sTxCB6PGpPhimLC45sC2DPLp8L8n,1
A949K5LRCzYccmzZT4LBT37P3cueGV8f2rd4deVGWZQs,1
GdJ9HC44tCKnFTFLjWtxEvr3QX4Vv3BGLMNwtMkkdtgu,1
2FTBkiF8fptxMoeWMxBjvbwcv46Te24E4uPL92Qze6Fy,3
A9jEHhA3C6bYhmxvkV1NrZF6BT5Ucp6xK7W8drLnrbmB,1
8XGASSTRMbzJhnrKCEahVGraNqCyZ9nGg65sn5m7EL8B,1
ARmYbjpoGmfj8HBa2JxqS5eGFEcxgEioGifteJEBEgX1,2
5JqXRvD8LZ2B5v1raWrqTcMCMy2NP95NVEzcVCMKDZ2Y,1
DRe2ZNB87pvoEW6ASpPuPvCGRXdeqXX24j5v7m535mo3,1
wg8wQk58tXpTxf5c7h5gvwkvG1jmiR9MqX9mTXJrFHh,1
ApeN69tdAw9NaAeNgE5Aj8gmtPwbNuV8iVLYAhwBweVV,1
D2dYwx3wDT7EnfuSvJL8J3Fm2kYUVHEz6ES4jgT63Rt3,2
BhgpcL5VMD1zHGB8bAqvRXuxjcXJFPoSjooNfJYgBaeN,1
8SQQ7CBYswMJemEDvGvbsJ4i64S9Juaduwq677Nty2Qu,1
2zT2KGWJa85fr4GJc6bwxzMzBqZTHNEesm1x8L2rRb5Q,2
E9NcjHQicfm7UcNwCg2UxyXjyFHQ2Qnr4XhYXCZHizcn,1
2Wei1PznfCNeA25cLdtYN8S6kwE8zSzNdXwfK9AafaPJ,1
J6DzMfDZRDvRDigFxaNiD8UndovNBc1qD957RJsrS1r4,1
D4FsQXcnJrGSKZuoJudnYNNHQajhARTALEsJ2C6fP3E9,2
5pVCpxfnHxz5LnrRUDJrrxUBdyr6eNcq2gdzEsHYZKff,1
AmCfyg2v8mw2c4WDgbbtfATrkVXiTDKcHXimJSSS8JkB,1
FunE84BqYUn8XjELWb3EuHhquLMasfo8Urm976muaWx2,1
DUtHG1N2T2yGnpB4LA27LE6FZdSfydudv4ox7M1Seok2,1
4bwJDCmB3SMT4wbijbZLRkHteTJVYuFMcwS4xVn6TNXE,1
npbDhQNdRZwnPMTVZXxmxBNkNkCNwa3d6MKRYsZyFLU,1
EWU5hQvibAHiv5mT8ygRiQuzwLNwUQUkprD9jvuurqNx,1
5HMes8ULocbuh1umzdGSk3WKVMgxXiBYjGqvBw6NfUAL,1
43y5gmxL5XfdoQRmKMfhnEiVxqE6D39YuamvVHwMFFB2,1
9DjVSDsGaUvgS5k1gDzhUm5Dhev4Qx5TayUMtKqyj7K,1
4FB8cEwhL3Ki85wS247dHx7jJaD73sAkv8QcX7gjzaMk,1
5trdczum9HBB5gFAg5zvykv2fjmVhtofxRh1cSVkXT8W,1
H99SS4w3MZWnDnWK8hhAsizByvbMjgK4mMDFK2uZb8o8,1
9KHN6Cj9WC8d1d374ddYHyTMpojd3vGNNqQ56Dxb7M7b,1
FhgPPxr7eFouJWdVFYjBS1iQWqXotRhCmSteeC1iBt52,2
6NgLxVfi37dy54CHrCKszsSRpJ7YABuZhfJYqFofLkne,2
EwRtD2ExtfuHQb98h6kd4gNzJ5qgbLXeioWgd7mX31wy,1
8RfShSmho25mP4F3UygYqbSZ6V2f2PmiebwEqMVunbDQ,1
H1iMNhqwTbiq2ygkrDRVjBRZYf17ZhPqu3R6Z24XdeAv,1
VW7wS82kF35fcwPKfecEUCLAiCnWNqCXxh385RRWQoK,1
4qZDRJRCb567nJ6AfkPiFWbaYmNsKvRvd8ZBT6a3YmUT,1
316sRCzY7EePSnG21ucfJ4yd1CpmcznCKvWvwvtk6JX3,1
SAueccx6WsL4pujbfib14C6M1gPfikXBUSt16YRxFgv,1
47RGRKzC7D9mJ5YN3EPuju49LmeoRNgbnnsikZq3bcCd,2
BUENSK3juB67Pk9BKLYQh2yqHpf3mFmRotRWzFrTvJbm,1
3wJiXwoZ8LYyVfafyc455WDWu4PMLkWz2GBvF5XTSQR3,1
5KAwFNLcf4US4QrwfXvvA2CcbCLYNCagXz7AQ7EW1Baq,1
5qHnoSAjAAz2SuX1ePqrbFH19ZVNxByycnjNe5jGtfz1,2
CHPUec1dJPjNyFoMtyWsbASrbDmJMcH6gXKhj8sVjSUt,2
8KoM4Y9Wb3k9C9Q5ucMRXF3URNSnLNQyWRL3Y3DVrKEJ,1
AT2tQhDbb9Wh21KXmyRpu82HiYQm8zZHZGj6LLaS48E1,1
ALVSeVTkEQEevB5Rr8rtqiPcxpBRdSAr9JaSddw2YeqR,1
5QtqzXJDQbbVZrrWJhWcEFMZpCkcEM4WqBJLbGiPTQy5,1
4BV39UXXtmGkhCiXfiN2g5KsiZUooQWG7HQRsdacWqee,1
E9vyR4BBFVQ9XRUw3DPgoQV8kEZ6atwXEtAx7DQb56Fc,1
BPx9io9kM2ooyZFpc2Z2p8t7tpD7nh4J2PyEBZ4NzTs6,1
Cr545NThz8GVy8vnN6cyaR79sAHTzK4dDZvdS2iM9gBB,1
2N2dQZJKinrZ92MHG8B2R71avYyVPfxwPrG5JeY9XptT,1
8NAWytghTErN1TMe5GojaupSHXyFaNcm7B1Ro1jDcqJU,1
DTZ9RaUda8XUZ7xEEfKZCw73AxhD32FLdFnpFHZzNrLJ,1
5qtJ4LuwQBKmP9KYkqHBbMFeVk9LXzyGJAtVGjRJMrwC,2
AWEkTjTbgUsZSQGvHPJsN2asjj3Kisd8djwNwEqfXUH6,1
3drnFYrzuENiKRL5jgfLp29E8b4frrxEmibvKyYLf3ms,2
4PRUuyQqFhJ14xXMB14Sev9io3LDJUppYua96eNGZkKN,1
8CgGt5J3fFkLe3McTD89HqxN8zt8r99P7CsCSf9pkmPT,1
5uazfdnsrtFSVGisA5kTKB7JrSwr2RRVeDHMef36dEvp,2
E18nYbfyQy5BHVJC8SJ2aGAFAez6GBbW2reL8ydVpqop,1
